Product Title,URL of the product image,About the product,Brand Name
"            Crest 3D Whitestrips, Professional Effects, Teeth Whitening Strip Kit, 44 Strips (22 Count Pack)           ",https://images-na.ssl-images-amazon.com/images/I/51NiBCgRHNL._SX300_SY300_QL70_FMwebp_.jpg,"           About this item                       Lasts 12 months and beyond                         Use once a day for 30 minutes                         Removes 14 years of teeth stains for a whiter smile. Do not use this light device if you have oral cancer, are being treated with photodynamic                         Delivers professional-level teeth whitening results                         Advanced Seal Technology’s no slip grip stays put so you can talk and drink water while whitening teeth                         #1 Teeth Whitening Brand in America. *Based on Nielsen U.S reported sales data, August 2021            ",           Brand: Crest          
